ICD	ICD10	ICD10cm	ICD_class1	ICD_class2	ICD_class3	Phecode	Phenotype	maternal	neonatal
O92	O92.7	O92.70	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other and unspecified disorders of lactation	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.4	O92.4	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Hypogalactia	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.6	O92.6	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Galactorrhoea	612.1	Galactorrhea	Yes	
O92	O92.2	O92.20	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other and unspecified disorders of breast associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.2	O92.29	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other and unspecified disorders of breast associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.2	O92.2	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other and unspecified disorders of breast associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.11	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.113	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.13	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.119	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.1	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.111	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.112	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.1	O92.12	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cracked nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.03	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.019	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.02	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.013	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.0	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.01	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.011	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.0	O92.012	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Retracted nipple associated with childbirth	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.3	O92.3	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Agalactia	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.5	O92.5	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Suppressed lactation	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O98	O98.0	O98.011	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.01	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.02	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.0	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.03	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.013	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.019	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.0	O98.012	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Tuberculosis complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.23	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.22	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.213	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.21	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.211	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.212	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.2	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.2	O98.219	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Gonorrhoea complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.511	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.5	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.53	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.52	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.512	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.51	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.513	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
O98	O98.5	O98.519	Pregnancy, childbirth and the puerperium	Other obstetric conditions, not elsewhere classified	Other viral diseases complicating pregnancy, childbirth and the puerperium	647	Infectious and parasitic complications affecting pregnancy	Yes	
